id,id_provinsi,id_kabupaten,nama
30,65,2,Tanjung Palas Barat
30,65,3,Betayau
30,65,4,Lumbis Ogong
30,65,71,Tarakan Barat
30,71,4,Melonguane
30,71,6,Airmadidi
30,71,7,Bolang Itang Timur
30,71,8,Tagulandang
30,71,9,Belang
30,71,10,Pinolosian
30,71,11,Kotabunan
30,71,71,Wenang
30,71,72,Aertembaga
30,71,73,Tomohon Utara
30,71,74,Kotamobagu Barat
30,72,1,Totikum
30,72,2,Bunta
30,72,3,Bungku Tengah
30,72,4,Pamona Pusalemba
30,72,6,Dondo
30,72,7,Bokat
30,72,8,Ampibabo
30,72,9,Ulubongka
30,72,10,Kulawi
30,72,11,Banggai Utara
30,72,12,Lembo Raya
30,72,71,Palu Timur
30,73,1,Bontosikuyu
30,73,2,Bonto Bahari
30,73,3,Tompobulu
30,73,4,Binamu
30,73,5,Polombangkeng Selatan
30,73,6,Pallangga
30,73,7,Sinjai Selatan
30,73,8,Bontoa
30,73,9,Liukang Tupabbiring
30,73,10,Barru
30,73,11,Kajuara
30,73,12,Lili Riaja
30,73,13,Pammana
30,73,14,Watang Pulu
30,73,15,Mattiro Bulu
30,73,16,Baraka
30,73,17,Belopa
30,73,18,Sangalla
30,73,22,Malangke
30,73,25,Tomoni
30,73,26,Sanggalangi
30,73,71,Tamalate
30,73,72,Soreang
30,73,73,Wara Utara
30,74,2,Kabawo
30,74,4,Wundulako
30,74,5,Palangga
30,74,6,Rumbia
30,74,7,Kaledupa
30,74,8,Kodeoha
30,74,10,Lasolo
30,74,11,Poli-polia
30,74,12,Wawonii Timur Laut
30,74,13,Tiworo Tengah
30,74,14,Mawasangka Tengah
30,74,15,Sampolawa
30,74,71,Kendari
30,74,72,Sorawolio
30,75,2,Tibawa
30,75,3,Marisa
30,75,4,Suwawa
30,75,5,Anggrek
30,75,71,Kota Utara
30,76,1,Sendana
30,76,2,Campalagian
30,76,3,Pana
30,76,4,Kalukku
30,76,5,Pasangkayu
30,76,6,Tobadak
30,81,4,Air Buaya
30,81,5,Pulau-pulau Aru
30,81,6,Kairatu
30,81,7,Werinama
30,81,8,Letti
30,81,9,Namrole
30,81,71,Teluk Ambon Baguala
30,81,72,Pulau Dullah Utara
30,82,2,Weda
30,82,3,Mangoli Timur
30,82,4,Bacan
30,82,5,Tobelo Selatan
30,82,6,Wasile
30,82,7,Morotai Selatan Barat
30,82,8,Tabona
30,82,71,Ternate Utara
30,82,72,Tidore
30,91,2,Kaimana
30,91,3,Wasior
30,91,4,Kuri
30,91,9,Abun
30,91,10,Aifat Selatan
30,91,11,Nenei
30,91,12,Anggi Gida
30,94,1,Kurik
30,94,9,Padaido
30,94,10,Paniai Timur
30,94,12,Mimika Baru
30,94,13,Mandobo
30,94,14,Obaa
30,94,15,Atsy
30,94,16,Anggruk
30,94,17,Borme
30,94,18,Bokondini
30,94,20,Waris
30,94,26,Walani
30,94,27,Supiori Timur
30,94,28,Waropen Atas
30,94,29,Geselma
30,94,30,Tiom
30,94,31,Kelila
30,94,32,Abenaho
30,94,33,Ilaga
30,94,34,Mapia Barat
30,94,35,Hitadipa
30,94,36,Tigi
30,94,71,Jayapura Selatan
31,11,1,Teluk Dalam
31,11,2,Gunung Meriah
31,11,3,Kluet Timur
31,11,4,Bukit Tusam
31,11,6,Lut Tawar
31,11,8,Kuta Cot Glie
31,11,10,Peulimbang
31,11,11,Simpang Keramat
31,11,12,Jeumpa
31,11,15,Beutong Ateuh Banggalang
31,11,71,Kuta Raja
31,12,2,Ulu Pungkut
31,12,4,Tukka
31,12,6,Tampahan
31,12,8,Aek Kuasan
31,12,10,Berampu
31,12,14,Fanayama
31,12,19,Datuk Tanah Datar
31,12,21,Barumun Selatan
31,12,71,Sibolga Sambas
31,13,1,Seberut Barat Daya
31,13,2,Airpura
31,13,11,Timpeh
31,13,76,Lamposi Tigo Nagori
31,14,1,Sentajo Raya
31,14,2,Rakit Kulim
31,14,4,Pelalawan
31,14,5,Bunga Raya
31,14,6,Salo
31,14,8,Rupat Utara
31,14,9,Pasir Limau Kapas
31,14,10,Rangsang Pesisir
31,14,73,Dumai Kota
31,15,2,Pamenang Barat
31,15,3,Singkut
31,15,6,Muara Sabak Barat
31,15,7,Bram Itam
31,15,8,Rimbo Ulu
31,15,9,Muko-muko Bathin Vii
31,15,72,Pondok Tinggi
31,16,2,Cengal
31,16,3,Rambang
31,16,5,Selangit
31,16,7,Tungkal Ilir
31,16,9,Buay Madang Timur
31,16,10,Kandis
31,16,11,Pendopo Barat
31,16,71,Plaju
31,16,72,Prabumulih Utara
31,16,74,Lubuk Linggau Timur I
31,17,2,Sindang Kelingi
31,17,4,Tetap
31,17,5,Ilir Talo
31,17,6,Penarik
31,17,7,Lebong Sakti
31,17,9,Merigi Kelindang
31,17,71,Sungai Serut
31,18,2,Ulubelu
31,18,6,Abung Tengah
31,18,7,Rebang Tangkas
31,18,8,Banjar Margo
31,18,9,Way Khilau
31,18,10,Pagelaran Utara
31,19,5,Tukak Sadai
31,19,6,Damar
31,19,71,Gabek
31,21,1,Buru
31,21,3,Suak Midai
31,21,4,Selayar
31,32,2,Cibitung
31,32,5,Mekarmukti
31,32,8,Hantara
31,32,9,Pabedilan
31,32,10,Cingambul
31,32,11,Sukasari
31,32,13,Kasomalang
31,32,15,Telukjambe Timur
31,32,16,Bojongmangu
31,32,75,Mustikajaya
31,32,76,Cilodong
31,32,78,Purbaratu
31,33,7,Kalibawang
31,33,22,Kaliwungu
31,33,23,Tlogomulyo
31,35,11,Jambesari Darus Sholah
31,35,74,Kanigaran
31,35,75,Panggungrejo
31,36,1,Cibitung
31,36,2,Cilograng
31,36,71,Karawaci
31,36,72,Jombang
31,51,71,Denpasar Utara
31,52,3,Montong Gading
31,52,7,Brang Ene
31,52,71,Sandubaya
31,53,2,Karera
31,53,8,Ile Ape Timur
31,53,9,Ile Mandiri
31,53,10,Doreng
31,53,11,Ende Timur
31,53,12,Golewa Selatan
31,53,15,Welak
31,53,19,Elar Selatan
31,53,71,Kota Raja
31,61,1,Tekarang
31,61,2,Monterado
31,61,3,Jelimpo
31,61,6,Singkup
31,61,71,Pontianak Kota
31,62,6,Permata Kecubung
31,62,7,Batangkawa
31,62,8,Danau Seluluk
31,62,11,Mihing Raya
31,62,13,Barito Tuhup Raya
31,63,1,Bumi Makmur
31,63,2,Pulau Laut Kepulauan
31,63,3,Tatah Makmur
31,63,8,Sungai Tabukan
31,63,10,Angsana
31,63,11,Tebing Tinggi
31,63,71,Banjarmasin Tengah
31,63,72,Banjar Baru Utara
31,64,4,Batu Ampar
31,64,72,Loa Janan Ilir
31,71,4,Melonguane Timur
31,71,71,Tikala
31,71,72,Maesa
31,72,1,Totikum Selatan
31,72,2,Nuhon
31,72,3,Bungku Timur
31,72,4,Pamona Timur
31,72,6,Ogodeide
31,72,7,Bukal
31,72,8,Kasimbar
31,72,71,Mantikulore
31,73,3,Pa'jukukang
31,73,4,Turatea
31,73,5,Pattallassang
31,73,6,Barombong
31,73,9,Liukang Tupabbiring Utara
31,73,12,Ganra
31,73,16,Buntu Batu
31,73,17,Kamanre
31,73,18,Sangala Selatan
31,73,22,Malangke Barat
31,73,25,Tomoni Timur
31,73,71,Rappocini
31,73,73,Bara
31,74,2,Kabangka
31,74,4,Baula
31,74,5,Palangga Selatan
31,74,6,Mata Oleo
31,74,7,Kaledupa Selatan
31,74,8,Tiwu
31,74,10,Wawolesea
31,74,71,Kendari Barat
31,75,1,Mananggu
31,75,2,Pulubala
31,75,3,Patilanggio
31,75,4,Suwawa Selatan
31,75,5,Monano
31,75,71,Kota Tengah
31,76,1,Tammerodo
31,76,2,Luyo
31,76,3,Nosu
31,76,4,Papalang
31,76,5,Tikke Raya
31,81,4,Fena Leisela
31,81,5,Aru Utara
31,81,6,Kairatu Barat
31,81,7,Siwalalat
31,81,71,Teluk Ambon
31,82,2,Weda Selatan
31,82,3,Mangoli Tengah
31,82,4,Mandioli Selatan
31,82,5,Tobelo Barat
31,82,6,Wasile Timur
31,82,72,Tidore Timur
31,91,2,Kambrau
31,91,8,Salawati Utara
31,91,10,Aifat Timur Selatan
31,94,1,Malind
31,94,9,Aimando Padaido
31,94,10,Yatamo
31,94,12,Kuala Kencana
31,94,13,Fofi
31,94,14,Passue
31,94,15,Sirets
31,94,16,Panggema
31,94,17,Bime
31,94,18,Bokoneri
31,94,19,Bonggo
31,94,28,Benuki
31,94,29,Kilmid
31,94,30,Nogi
31,94,33,Ilaga Utara
32,11,1,Simeulue Cut
32,11,2,Danau Paris
32,11,4,Lawe Sumur
32,11,6,Kebayakan
32,12,2,Tambangan
32,12,4,Sarudik
32,12,8,Aek Ledong
32,12,10,Sitinjo
32,12,14,Toma
32,13,1,Siberut Tengah
32,14,4,Bandar Petalangan
32,14,5,Sabak Auh
32,14,9,Kubu Babussalam
32,15,2,Renah Pamenang
32,15,6,Muara Sabak Timur
32,15,7,Seberang Kota
32,15,8,Rimbo Ilir
32,15,9,Bathin Iii Ulu
32,15,72,Sungai Bungkal
32,16,3,Lubai
32,16,5,Sumber Harta
32,16,9,Buay Pemuka Bangsa Raja
32,16,74,Lubuk Linggau Timur Ii
32,17,2,Bindu Riang
32,17,5,Talo Kecil
32,17,6,Selagan Raya
32,18,2,Air Naningan
32,18,6,Abung  Kunang
32,18,8,Banjar Baru
32,21,1,Meral
32,21,4,Lingga Timur
32,32,11,Pamulihan
32,32,15,Telukjambe Barat
32,53,2,Matawai La Pawu
32,53,6,Rai Manuk
32,53,9,Demon Pagong
32,53,10,Mapitara
32,53,11,Ende Tengah
32,53,12,Golewa Barat
32,53,15,Lembor Selatan
32,61,2,Lembah Bawang
32,61,6,Air Upas
32,63,72,Banjar Baru Selatan
32,71,71,Paal Dua
32,72,2,Simpang Raya
32,72,4,Pamona Utara
32,72,6,Basidondo
32,72,8,Toribulu
32,73,3,Gantarangkeke
32,73,12,Citta
32,73,17,Belopa Utara
32,73,18,Sangalla Utara
32,74,2,Kontukowuna
32,74,5,Baito
32,74,6,Kep. Masaloka Raya
32,74,10,Lasolo Kepulauan
32,75,3,Buntulia
32,75,4,Suwawa Timur
32,75,71,Sipatana
32,76,4,Sampaga
32,76,5,Pedongga
32,81,5,Aru Utara Timur Batuley
32,81,6,Inamosol
32,82,2,Weda Utara
32,82,3,Mangoli Utara Timur
32,82,4,Mandioli Utara
32,82,5,Tobelo Timur
32,82,6,Wasile Tengah
32,94,1,Animha
32,94,10,Kebo
32,94,12,Tembagapura
32,94,13,Arimop
32,94,15,Ayip
32,94,16,Walma
32,94,17,Epumek
32,94,18,Bewani
32,94,19,Bonggo Timur
32,94,28,Sawai
32,94,29,Yenggelo
32,94,30,Mokoni
32,94,33,Mabugi
33,11,2,Suro
33,12,2,Lembah Sorik Marapi
33,12,14,Maniamolo
33,14,5,Pusako
33,15,2,Pamenang Selatan
33,15,6,Kuala Jambi
33,16,3,Lubai Ulu
33,17,2,Sindang Beliti Ulu
33,17,5,Ulu Talo
33,18,6,Abung Pekurun
33,21,1,Tebing
33,53,2,Kahaungu Eti
33,53,11,Ende Utara
33,72,8,Siniu
33,74,6,Rumbia Tengah
33,75,3,Duhiadaa
33,75,4,Suwawa Tengah
33,76,1,Tubo Sendana
33,76,4,Tommo
33,81,5,Sir-sir
33,81,6,Amalatu
33,82,2,Weda Tengah
33,82,4,Bacan Selatan
33,82,6,Wasile Utara
33,91,8,Salawati Tengah
33,94,10,Pugo Dagi
33,94,12,Wania
33,94,15,Bectbamu
33,94,16,Kosarek
33,94,17,Weime
33,94,19,Bonggo Barat
33,94,29,Alama
33,94,30,Niname
33,94,33,Omukia
34,12,2,Puncak Sorik Marapi
34,12,14,Mazino
34,17,2,Sindang Dataran
34,21,1,Meral Barat
34,53,2,Mahu
34,75,4,Pinogu
34,81,6,Elpaputih
34,82,2,Weda Timur
34,82,4,Batang Lomang
34,91,8,Salawati Barat
34,94,10,Wege Muka
34,94,12,Iwaka
34,94,16,Ubahak
34,94,17,Pamek
34,94,29,Meborok
34,94,30,Yiginua
35,12,14,Luahagundre Maniamolo
35,53,2,Ngadu Ngala
35,91,8,Batanta Selatan
35,94,10,Wegee Bino
35,94,12,Kwamki Narama
35,94,16,Nalca
35,94,17,Nongme
35,94,30,Tiom Ollo
36,12,14,Onolalu
36,91,8,Batanta Utara
36,94,10,Yagai
36,94,16,Puldama
36,94,17,Batani
36,94,30,Yugunwi
37,94,16,Nipsan
37,94,30,Lannyna
40,11,1,Salang
40,11,3,Kluet Utara
40,11,4,Babussalam
40,11,6,Pegasing
40,11,8,Seulimeum
40,11,10,Peudada
40,11,11,Syamtalira Bayu
40,11,12,Susoh
40,11,13,Rikit Gaib
40,11,14,Kota Kuala Simpang
40,11,15,Seunagan
40,11,16,Setia Bakti
40,11,17,Wih Pesam
40,11,18,Jangka Buya
40,11,71,Syiah Kuala
40,11,75,Sultan Daulat
40,12,2,Muara Sipongi
40,12,4,Tapian Nauli
40,12,5,Adiankoting
40,12,6,Laguboti
40,12,8,Sei Kepayang
40,12,9,Sidamanik
40,12,10,Parbuluan
40,12,11,Juhar
40,12,12,Kutalimbaru
40,12,13,Kuala
40,12,14,Amandraya
40,12,15,Dolok Sanggul
40,12,17,Onan Runggu
40,12,18,Dolok Merawan
40,12,19,Limapuluh
40,12,20,Padang Bolak
40,12,21,Lubuk Barumun
40,12,22,Silangkitang
40,12,23,Aek Natas
40,12,24,Namohalu Esiwa
40,12,25,Lolofitu Moi
40,12,72,Sei Tualang Raso
40,12,73,Siantar Utara
40,12,75,Medan Denai
40,12,76,Binjai Utara
40,12,77,Padangsidimpuan Utara
40,12,78,Gunung Sitoli
40,13,1,Siberut Utara
40,13,2,Linggo Sari Baganti
40,13,3,Pantai Cermin
40,13,5,Rambatan
40,13,6,Nan Sabaris
40,13,7,Matur
40,13,8,Guguak
40,13,10,Sungai Pagu
40,13,11,Pulau Punjung
40,13,12,Sungai Aur
40,13,71,Padang Selatan
40,13,73,Talawi
40,14,1,Benai
40,14,2,Pasir Penyu
40,14,3,Tanah Merah
40,14,4,Kuala Kampar
40,14,6,Tapung
40,14,7,Rambah
40,14,8,Bengkalis
40,14,9,Bangko
40,14,10,Rangsang Barat
40,14,71,Sail
40,15,1,Danau Kerinci
40,15,2,Bangko
40,15,3,Sarolangun
40,15,4,Muara Bulian
40,15,5,Maro Sebo
40,15,6,Rantau Rasau
40,15,7,Betara
40,15,8,Tebo Ulu
40,15,9,Tanah Sepenggal
40,15,71,Pasar Jambi
40,15,72,Hamparan Rawang
40,16,2,Pedamaran
40,16,3,Lawang Kidul
40,16,4,Kota Agung
40,16,5,Tugumulyo
40,16,6,Sekayu
40,16,7,Banyuasin Iii
40,16,8,Simpang
40,16,9,Madang Suku Ii
40,16,10,Tanjung Raja
40,16,11,Pasemah Air Keruh
40,16,12,Penukal
40,16,13,Rupit
40,16,71,Ilir Barat I
40,16,72,Cambai
40,16,73,Pagar Alam Utara
40,17,1,Manna
40,17,2,Curup
40,17,4,Kaur Tengah
40,17,5,Seluma
40,17,6,Kota Mukomuko
40,17,7,Lebong Atas
40,17,8,Tebat Karai
40,17,9,Pagar Jati
40,17,71,Muara Bangka Hulu
40,18,1,Balik Bukit
40,18,2,Talang Padang
40,18,4,Margatiga
40,18,5,Gunung Sugih
40,18,6,Kotabumi
40,18,7,Blambangan Umpu
40,18,8,Gedung Aji
40,18,9,Way Lima
40,18,10,Pringsewu
40,18,11,Tanjung Raya
40,18,12,Pagar Dewa
40,18,13,Karya Penggawa
40,18,71,Tanjung Karang Timur
40,19,3,Simpang Teritip
40,19,4,Simpang Katis
40,19,5,Air Gegas
40,19,6,Kelapa Kampit
40,19,71,Taman Sari
40,21,2,Teluk Bintan
40,21,3,Bunguran Barat
40,21,4,Lingga Utara
40,21,5,Siantan
40,21,71,Sei Beduk
40,21,72,Tanjungpinang Barat
40,31,71,Pesanggrahan
40,31,72,Makasar
40,31,73,Johar Baru
40,31,74,Grogol Petamburan
40,31,75,Koja
40,32,1,Cibungbulang
40,32,2,Jampang Kulon
40,32,3,Naringgul
40,32,4,Pangalengan
40,32,5,Pamulihan
40,32,6,Pancatengah
40,32,8,Selajambe
40,32,9,Babakan
40,32,10,Talaga
40,32,11,Rancakalong
40,32,12,Cikedung
40,32,13,Tanjungsiang
40,32,14,Plered
40,32,15,Klari
40,32,17,Cililin
40,32,18,Langkaplancar
40,32,71,Bogor Tengah
40,32,72,Gunung Puyuh
40,32,73,Bojongloa Kidul
40,32,74,Kesambi
40,32,75,Bekasi Timur
40,32,76,Cimanggis
40,32,78,Tawang
40,32,79,Langensari
40,33,1,Cimanggu
40,33,2,Rawalo
40,33,3,Pengadegan
40,33,4,Purwanegara
40,33,5,Petanahan
40,33,6,Bagelen
40,33,7,Kaliwiro
40,33,8,Salam
40,33,9,Musuk
40,33,10,Bayat
40,33,11,Sukoharjo
40,33,12,Giriwoyo
40,33,13,Jumantono
40,33,14,Kedawung
40,33,15,Toroh
40,33,16,Kedungtuban
40,33,17,Sale
40,33,18,Winong
40,33,19,Undaan
40,33,20,Mayong
40,33,21,Sayung
40,33,22,Suruh
40,33,23,Tembarak
40,33,24,Patean
40,33,25,Reban
40,33,26,Petungkriono
40,33,27,Watukumpul
40,33,28,Balapulang
40,33,29,Paguyangan
40,33,72,Jebres
40,33,73,Sidorejo
40,33,74,Gajah Mungkur
40,33,75,Pekalongan Utara
40,33,76,Margadana
40,34,1,Galur
40,34,2,Pundong
40,34,3,Tepus
40,34,4,Godean
40,34,71,Umbulharjo
40,35,1,Pacitan
40,35,2,Sambit
40,35,3,Kampak
40,35,4,Campur Darat
40,35,5,Wates
40,35,6,Kras
40,35,7,Bantur
40,35,8,Pasirian
40,35,9,Wuluhan
40,35,10,Tegaldlimo
40,35,11,Pujer
40,35,12,Besuki
40,35,13,Bantaran
40,35,14,Tosari
40,35,15,Porong
40,35,16,Trawas
40,35,17,Diwek
40,35,18,Loceret
40,35,19,Dagangan
40,35,20,Takeran
40,35,21,Kendal
40,35,22,Ngambon
40,35,23,Singgahan
40,35,24,Sambeng
40,35,25,Menganti
40,35,26,Modung
40,35,27,Camplong
40,35,28,Larangan
40,35,29,Giligenteng
40,35,73,Blimbing
40,35,78,Wonocolo
40,36,1,Cikeusik
40,36,2,Cibeber
40,36,3,Panongan
40,36,4,Pabuaran
40,36,71,Jati Uwung
40,36,72,Cibeber
40,36,73,Serang
40,36,74,Ciputat
40,51,1,Pekutatan
40,51,2,Kediri
40,51,3,Mengwi
40,51,4,Tampaksiring
40,51,5,Dawan
40,51,6,Kintamani
40,51,7,Karangasem
40,51,8,Banjar
40,52,1,Kediri
40,52,2,Janapria
40,52,3,Sikur
40,52,5,Kilo
40,52,6,Belo
40,52,7,Brang Rea
40,52,8,Kayangan
40,53,2,Pahunga Lodu
40,53,4,Amanuban Barat
40,53,5,Insana
40,53,7,Alor Timur
40,53,8,Lebatukan
40,53,9,Solor Barat
40,53,10,Talibura
40,53,11,Ndona
40,53,13,Satar Mese
40,53,14,Rote Tengah
40,53,15,Kuwus
40,53,16,Mamboro
40,53,17,Wewewa Selatan
40,53,18,Boawae
40,53,19,Sambi Rampas
40,53,20,Sabu Barat
40,53,21,Rinhat
40,53,71,Kelapa Lima
40,61,1,Sambas
40,61,2,Bengkayang
40,61,3,Sengah Temila
40,61,6,Jelai Hulu
40,61,8,Bunut Hulu
40,61,9,Sekadau Hilir
40,61,10,Belimbing
40,61,11,Teluk Batang
40,61,12,Telok Pa'kedai
40,61,71,Pontianak Utara
40,61,72,Singkawang Barat
40,62,1,Kotawaringin Lama
40,62,3,Selat
40,62,4,Dusun Selatan
40,62,5,Teweh Timur
40,62,8,Seruyan Tengah
40,62,9,Tasik Payawan
40,62,10,Kahayan Hilir
40,62,11,Kurun
40,62,12,Patangkep Tutui
40,62,13,Tanah Siang
40,63,1,Bati - Bati
40,63,2,Pulau Laut Timur
40,63,3,Sungai Tabuk
40,63,4,Anjir Pasar
40,63,5,Bungur
40,63,6,Angkinang
40,63,7,Batang Alai Selatan
40,63,8,Amuntai Selatan
40,63,9,Muara Harus
40,63,10,Kusan Hulu
40,63,11,Paringin
40,63,71,Banjarmasin Utara
40,64,1,Tanah Grogot
40,64,2,Muara Pahu
40,64,3,Loa Janan
40,64,4,Sangatta Utara
40,64,5,Pulau Derawan
40,64,9,Sepaku
40,64,11,Long Pahangai
40,64,71,Balikpapan Tengah
40,64,72,Sungai Kunjang
40,65,1,Kayan Hilir
40,65,2,Tanjung Palas
40,65,3,Sesayap Hilir
40,65,4,Lumbis
40,65,71,Tarakan Utara
40,71,3,Manganitu Selatan
40,71,4,Beo
40,71,6,Kalawat
40,71,7,Bolang Itang Barat
40,71,8,Tagulandang Utara
40,71,9,Ratahan
40,71,10,Pinolosian Tengah
40,71,11,Modayag
40,71,71,Mapanget
40,71,72,Ranowulu
40,71,74,Kotamobagu Utara
40,72,1,Tinangkung
40,72,2,Kintom
40,72,3,Bungku Barat
40,72,4,Lore Utara
40,72,6,Baolan
40,72,7,Bunobogu
40,72,8,Tinombo
40,72,9,Ampana Tete
40,72,10,Lindu
40,72,11,Banggai
40,72,12,Petasia Timur
40,72,71,Palu Utara
40,73,1,Bontoharu
40,73,2,Bontotiro
40,73,4,Batang
40,73,5,Polombangkeng Utara
40,73,6,Somba Opu
40,73,7,Tellu Limpoe
40,73,8,Bantimurung
40,73,9,Pangkajene
40,73,10,Soppeng Riaja
40,73,11,Salomekko
40,73,12,Lili Rilau
40,73,13,Bola
40,73,14,Baranti
40,73,15,Watang Sawitto
40,73,16,Anggeraja
40,73,17,Bajo
40,73,18,Makale
40,73,22,Sukamaju
40,73,25,Angkona
40,73,26,Buntao
40,73,71,Makassar
40,73,73,Telluwanua
40,74,5,Lainea
40,74,6,Rarowatu
40,74,7,Wangi-wangi
40,74,8,Ngapa
40,74,10,Molawe
40,74,11,Dangia
40,74,12,Wawonii Utara
40,74,13,Tiworo Selatan
40,74,14,Mawasangka Timur
40,74,15,Batauga
40,74,72,Bungi
40,75,1,Tilamuta
40,75,2,Boliyohuto
40,75,3,Randangan
40,75,4,Bonepantai
40,75,5,Sumalata
40,76,1,Malunda
40,76,2,Wonomulyo
40,76,3,Tabang
40,76,4,Kalumpang
40,76,5,Bambalamotu
40,76,6,Topoyo
40,81,1,Tanimbar Selatan
40,81,3,Tehoru
40,81,6,Taniwel
40,81,7,Bula
40,81,9,Waisama
40,81,72,Pulau Dullah Selatan
40,82,3,Mangoli Barat
40,82,4,Bacan Timur
40,82,5,Tobelo
40,82,6,Maba
40,82,7,Morotai Jaya
40,82,8,Taliabu Timur Selatan
40,82,72,Oba
40,91,2,Teluk Etna
40,91,3,Duairi
40,91,4,Wamesa
40,91,8,Waigeo Selatan
40,91,9,Kwoor
40,91,10,Aifat
40,91,11,Momi Waren
40,91,12,Membey
40,94,1,Merauke
40,94,8,Yapen Timur
40,94,9,Biak Timur
40,94,10,Bibida
40,94,11,Fawi
40,94,12,Agimuga
40,94,13,Kouh
40,94,14,Haju
40,94,15,Suator
40,94,17,Okbi
40,94,18,Kembu
40,94,19,Tor Atas
40,94,20,Arso
40,94,26,Kirihi
40,94,28,Mamberamo Ilir
40,94,29,Mapenduma
40,94,30,Balingga
40,94,31,Eragayam
40,94,32,Elelim
40,94,33,Sinak
40,94,34,Mapia Tengah
40,94,35,Agisiga
40,94,36,Tigi Timur
40,94,71,Jayapura Utara
41,11,3,Pasie Raja
41,11,4,Lawe Bulan
41,11,6,Bies
41,11,8,Kota Jantho
41,11,11,Geureudong Pase
41,11,13,Pantan Cuaca
41,11,15,Suka Makmue
41,11,71,Ulee Kareng
41,12,2,Pakantan
41,12,4,Sitahuis
41,12,8,Sei Kepayang Barat
41,12,9,Pematang Sidamanik
41,12,14,Aramo
41,12,19,Lima Puluh Pesisir
41,12,20,Padang Bolak Tenggara
41,13,1,Siberut Barat
41,13,8,Mungka
41,13,10,Pauah Duo
41,13,11,Ix Koto
41,14,2,Lirik
41,14,4,Kerumutan
41,14,6,Tapung Hulu
41,14,7,Rambah Hilir
41,14,9,Sinaboi
41,15,2,Bangko Barat
41,15,3,Bathin Viii
41,15,4,Bajubang
41,15,5,Taman Rajo
41,15,6,Berbak
41,15,7,Kuala Betara
41,15,8,Vii Koto
41,15,9,Tanah Sepenggal Lintas
41,16,2,Pedamaran Timur
41,16,4,Mulak Ulu
41,16,5,Purwodadi
41,16,6,Lais
41,16,7,Sembawa
41,16,8,Buana Pemaca
41,16,9,Madang Suku Iii
41,16,10,Rantau Panjang
41,16,71,Bukit Kecil
41,16,74,Lubuk Linggau Utara I
41,17,1,Kota Manna
41,17,2,Bermani Ulu
41,17,4,Luas
41,17,5,Seluma Selatan
41,17,6,Air Dikit
41,17,9,Merigi Sakti
41,18,1,Sukau
41,18,2,Sumberejo
41,18,5,Bekri
41,18,6,Kotabumi Utara
41,18,7,Way Tuba
41,18,8,Penawar Aji
41,18,71,Kedamaian
41,19,71,Gerunggang
41,21,3,Bunguran Utara
41,21,71,Sagulung
41,32,2,Cimanggu
41,32,9,Gebang
41,32,10,Banjaran
41,32,12,Terisi
41,32,16,Cikarang Timur
41,32,75,Rawalumbu
41,32,76,Tapos
41,33,23,Selopampang
41,34,3,Tanjungsari
41,35,20,Nguntoronadi
41,35,22,Sekar
41,36,4,Gunung Sari
41,36,71,Cibodas
41,52,1,Kuripan
41,52,6,Palibelo
41,53,2,Wula Waijelu
41,53,4,Batu Putih
41,53,5,Insana Utara
41,53,7,Alor Timur Laut
41,53,9,Solor Selatan
41,53,10,Waigete
41,53,11,Ndona Timur
41,53,13,Satar Mese Barat
41,53,14,Rote Selatan
41,53,15,Ndoso
41,53,71,Kota Lama
41,61,1,Subah
41,61,2,Teriak
41,61,10,Belimbing Hulu
41,62,3,Bataguh
41,62,8,Batu Ampar
41,62,10,Jabiren Raya
41,62,13,Tanah Siang Selatan
41,63,7,Batang Alai Timur
41,63,10,Kuranji
41,63,11,Paringin Selatan
41,64,2,Siluq Ngurai
41,64,4,Bengalon
41,64,5,Maratua
41,71,3,Tatoareng
41,71,4,Beo Utara
41,71,9,Pasan
41,71,11,Mooat
41,72,1,Tinangkung Selatan
41,72,3,Bumi Raya
41,72,4,Lore Tengah
41,72,5,Rio Pakava
41,72,6,Lampasio
41,72,7,Gadung
41,72,8,Tinombo Selatan
41,72,71,Tawaeli
41,73,1,Benteng
41,73,4,Arungkeke
41,73,8,Simbang
41,73,9,Minasatene
41,73,10,Balusu
41,73,15,Paleteang
41,73,16,Malua
41,73,17,Bajo Barat
41,73,18,Makale Selatan
41,73,73,Wara Barat
41,74,5,Laeya
41,74,6,Rarowatu Utara
41,74,8,Watunohu
41,74,72,Lea-lea
41,75,1,Dulupi
41,75,2,Mootilango
41,75,3,Taluditi
41,75,4,Kabila Bone
41,75,5,Sumalata Timur
41,76,1,Ulumanda
41,76,2,Mapilli
41,76,4,Bonehau
41,76,5,Bambaira
41,81,1,Wer Tamrian
41,81,3,Telutih
41,81,6,Taniwel Timur
41,81,7,Bula Barat
41,81,8,Moa
41,82,2,Pulau Gebe
41,82,3,Mangoli Utara
41,82,4,Bacan Timur Selatan
41,82,5,Tobelo Tengah
41,82,6,Maba Tengah
41,82,72,Oba Selatan
41,91,2,Yamor
41,91,3,Roon
41,91,8,Teluk Mayalibit
41,91,9,Tobouw
41,94,1,Semangga
41,94,8,Pantura Yapen
41,94,9,Oridek
41,94,10,Dumadama
41,94,11,Dagai
41,94,12,Jila
41,94,13,Bomakia
41,94,15,Kolf Braza
41,94,16,Samenage
41,94,17,Aboy
41,94,18,Wina
41,94,19,Ismari
41,94,20,Arso Timur
41,94,29,Kroptak
41,94,30,Balingga Barat
41,94,33,Sinak Barat
